Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"PAR","lei_13188_20151111, Art. 4º, § 1º",38,39,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Se o agravo tiver sido divulgado, publicado, republicado, transmitido ou retransmitido em mídia escrita ou em cadeia de rádio ou televisão para mais de um Município ou Estado, será conferido proporcional alcance à divulgação da resposta ou retificação.",urn:lex:br:federal:lei:2015-11-11;13188!art4_par1
"PAR","lei_13188_20151111, Art. 4º, § 2º",40,41,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] O ofendido poderá requerer que a resposta ou retificação seja divulgada, publicada ou transmitida nos mesmos espaço, dia da semana e horário do agravo.",urn:lex:br:federal:lei:2015-11-11;13188!art4_par2
"PAR","lei_13188_20151111, Art. 4º, § 3º",42,43,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] A resposta ou retificação cuja divulgação, publicação ou transmissão não obedeça ao disposto nesta Lei é considerada inexistente.",urn:lex:br:federal:lei:2015-11-11;13188!art4_par3
"PAR","lei_13188_20151111, Art. 4º, § 4º",44,45,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Na delimitação do agravo, deverá ser considerado o contexto da informação ou matéria que gerou a ofensa.",urn:lex:br:federal:lei:2015-11-11;13188!art4_par4
"CPT","lei_13188_20151111, Art. 5º, caput",48,49,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Se o veículo de comunicação social ou quem por ele responda não divulgar, publicar ou transmitir a resposta ou retificação no prazo de 7 (sete) dias, contado do recebimento do respectivo pedido, na forma do art. 3º, restará caracterizado o interesse jurídico para a propositura de ação judicial.",urn:lex:br:federal:lei:2015-11-11;13188!art5_cpt
"PAR","lei_13188_20151111, Art. 5º, § 1º",50,51,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] É competente para conhecer do feito o juízo do domicílio do ofendido ou, se este assim o preferir, aquele do lugar onde o agravo tenha apresentado maior repercussão.",urn:lex:br:federal:lei:2015-11-11;13188!art5_par1
"PAR","lei_13188_20151111, Art. 5º, § 2º",52,59,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] A ação de rito especial de que trata esta Lei será instruída com as provas do agravo e do pedido de resposta ou retificação não atendido, bem como com o texto da resposta ou retificação a ser divulgado, publicado ou transmitido, sob pena de inépcia da inicial, e processada no prazo máximo de 30 (trinta) dias, vedados: a cumulação de pedidos; a reconvenção; o litisconsórcio, a assistência e a intervenção de terceiros.",urn:lex:br:federal:lei:2015-11-11;13188!art5_par2
"PAR","lei_13188_20151111, Art. 5º, § 3º",60,61,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] (VETADO).",urn:lex:br:federal:lei:2015-11-11;13188!art5_par3
"CPT","lei_13188_20151111, Art. 6º, caput",64,69,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Recebido o pedido de resposta ou retificação, o juiz, dentro de 24 (vinte e quatro) horas, mandará citar o responsável pelo veículo de comunicação social para que: em igual prazo, apresente as razões pelas quais não o divulgou, publicou ou transmitiu; no prazo de 3 (três) dias, ofereça contestação.",urn:lex:br:federal:lei:2015-11-11;13188!art6_cpt
"PAR","lei_13188_20151111, Art. 6º, Parágrafo único.",70,71,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] O agravo consistente em injúria não admitirá a prova da verdade.",urn:lex:br:federal:lei:2015-11-11;13188!art6_par1u
"CPT","lei_13188_20151111, Art. 7º, caput",74,75,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] O juiz, nas 24 (vinte e quatro) horas seguintes à citação, tenha ou não se manifestado o responsável pelo veículo de comunicação, conhecerá do pedido e, havendo prova capaz de convencer sobre a verossimilhança da alegação ou justificado receio de ineficácia do provimento final, fixará desde logo as condições e a data para a veiculação, em prazo não superior a 10 (dez) dias, da resposta ou retificação.",urn:lex:br:federal:lei:2015-11-11;13188!art7_cpt
"PAR","lei_13188_20151111, Art. 7º, § 1º",76,77,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Se o agravo tiver sido divulgado ou publicado por veículo de mídia impressa cuja circulação seja periódica, a resposta ou retificação será divulgada na edição seguinte à da ofensa ou, ainda, excepcionalmente, em edição extraordinária, apenas nos casos em que o prazo entre a ofensa e a próxima edição indique desproporcionalidade entre a ofensa e a resposta ou retificação.",urn:lex:br:federal:lei:2015-11-11;13188!art7_par1
"PAR","lei_13188_20151111, Art. 7º, § 2º",78,79,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] A medida antecipatória a que se refere o caput deste artigo poderá ser reconsiderada ou modificada a qualquer momento, em decisão fundamentada.",urn:lex:br:federal:lei:2015-11-11;13188!art7_par2
"PAR","lei_13188_20151111, Art. 7º, § 3º",80,81,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] O juiz poderá, a qualquer tempo, impor multa diária ao réu, independentemente de pedido do autor, bem como modificar-lhe o valor ou a periodicidade, caso verifique que se tornou insuficiente ou excessiva.",urn:lex:br:federal:lei:2015-11-11;13188!art7_par3
"PAR","lei_13188_20151111, Art. 7º, § 4º",82,83,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Para a efetivação da tutela específica de que trata esta Lei, poderá o juiz, de ofício ou mediante requerimento, adotar as medidas cabíveis para o cumprimento da decisão.",urn:lex:br:federal:lei:2015-11-11;13188!art7_par4
"CPT","lei_13188_20151111, Art. 8º, caput",86,87,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Não será admitida a divulgação, publicação ou transmissão de resposta ou retificação que não tenha relação com as informações contidas na matéria a que pretende responder nem se enquadre no § 1º do art. 2º desta Lei.",urn:lex:br:federal:lei:2015-11-11;13188!art8_cpt
"CPT","lei_13188_20151111, Art. 9º, caput",90,91,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] O juiz prolatará a sentença no prazo máximo de 30 (trinta) dias, contado do ajuizamento da ação, salvo na hipótese de conversão do pedido em reparação por perdas e danos.",urn:lex:br:federal:lei:2015-11-11;13188!art9_cpt
"PAR","lei_13188_20151111, Art. 9º, Parágrafo único.",92,93,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] As ações judiciais destinadas a garantir a efetividade do direito de resposta ou retificação previsto nesta Lei processam-se durante as férias forenses e não se suspendem pela superveniência delas.",urn:lex:br:federal:lei:2015-11-11;13188!art9_par1u
"CPT","lei_13188_20151111, Art. 10., caput",96,97,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Das decisões proferidas nos processos submetidos ao rito especial estabelecido nesta Lei, poderá ser concedido efeito suspensivo pelo tribunal competente, desde que constatadas, em juízo colegiado prévio, a plausibilidade do direito invocado e a urgência na concessão da medida. (Expressão “em juízo colegiado prévio” declarada inconstitucional, em controle concentrado, pelo Supremo Tribunal Federal, pela ADI nº 5.415, pela ADI nº 5.418 e pela ADI nº 5.436, publicadas no DOU de 25.3.2021, p. 1)",urn:lex:br:federal:lei:2015-11-11;13188!art10_cpt
"CPT","lei_13188_20151111, Art. 11., caput",100,101,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] A gratuidade da resposta ou retificação divulgada pelo veículo de comunicação, em caso de ação temerária, não abrange as custas processuais nem exime o autor do ônus da sucumbência.",urn:lex:br:federal:lei:2015-11-11;13188!art11_cpt
"PAR","lei_13188_20151111, Art. 11., Parágrafo único.",102,103,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Incluem-se entre os ônus da sucumbência os custos com a divulgação, publicação ou transmissão da resposta ou retificação, caso a decisão judicial favorável ao autor seja reformada em definitivo.",urn:lex:br:federal:lei:2015-11-11;13188!art11_par1u
"CPT","lei_13188_20151111, Art. 12., caput",106,107,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Os pedidos de reparação ou indenização por danos morais, materiais ou à imagem serão deduzidos em ação própria, salvo se o autor, desistindo expressamente da tutela específica de que trata esta Lei, os requerer, caso em que o processo seguirá pelo rito ordinário.",urn:lex:br:federal:lei:2015-11-11;13188!art12_cpt
"PAR","lei_13188_20151111, Art. 12., § 1º",108,109,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] O ajuizamento de ação cível ou penal contra o veículo de comunicação ou seu responsável com fundamento na divulgação, publicação ou transmissão ofensiva não prejudica o exercício administrativo ou judicial do direito de resposta ou retificação previsto nesta Lei.",urn:lex:br:federal:lei:2015-11-11;13188!art12_par1
"PAR","lei_13188_20151111, Art. 12., § 2º",110,111,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] A reparação ou indenização dar-se-á sem prejuízo da multa a que se refere o § 3º do art. 7º.",urn:lex:br:federal:lei:2015-11-11;13188!art12_par2
"CPT","lei_13188_20151111, Art. 13., caput",114,115,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] O art. 143 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), passa a vigorar acrescido do seguinte parágrafo único: Nos casos em que o querelado tenha praticado a calúnia ou a difamação utilizando-se de meios de comunicação, a retratação dar-se-á, se assim desejar o ofendido, pelos mesmos meios em que se praticou a ofensa.",urn:lex:br:federal:lei:2015-11-11;13188!art13_cpt
"CPT","lei_13188_20151111, Art. 14., caput",118,119,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Esta Lei entra em vigor na data de sua publicação.",urn:lex:br:federal:lei:2015-11-11;13188!art14_cpt
"ART","lei_13188_20151111, Art. 1º",1,4,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 1º Esta Lei disciplina o exercício do direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social.",urn:lex:br:federal:lei:2015-11-11;13188!art1
"ART","lei_13188_20151111, Art. 2º",5,14,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 2º Ao ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social é assegurado o direito de resposta ou retificação, gratuito e proporcional ao agravo. § 1º Para os efeitos desta Lei, considera-se matéria qualquer reportagem, nota ou notícia divulgada por veículo de comunicação social, independentemente do meio ou da plataforma de distribuição, publicação ou transmissão que utilize, cujo conteúdo atente, ainda que por equívoco de informação, contra a honra, a intimidade, a reputação, o conceito, o nome, a marca ou a imagem de pessoa física ou jurídica identificada ou passível de identificação. § 2º São excluídos da definição de matéria estabelecida no § 1º deste artigo os comentários realizados por usuários da internet nas páginas eletrônicas dos veículos de comunicação social. § 3º A retratação ou retificação espontânea, ainda que a elas sejam conferidos os mesmos destaque, publicidade, periodicidade e dimensão do agravo, não impedem o exercício do direito de resposta pelo ofendido nem prejudicam a ação de reparação por dano moral.",urn:lex:br:federal:lei:2015-11-11;13188!art2
"ART","lei_13188_20151111, Art. 3º",15,28,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 3º O direito de resposta ou retificação deve ser exercido no prazo decadencial de 60 (sessenta) dias, contado da data de cada divulgação, publicação ou transmissão da matéria ofensiva, mediante correspondência com aviso de recebimento encaminhada diretamente ao veículo de comunicação social ou, inexistindo pessoa jurídica constituída, a quem por ele responda, independentemente de quem seja o responsável intelectual pelo agravo. § 1º O direito de resposta ou retificação poderá ser exercido, de forma individualizada, em face de todos os veículos de comunicação social que tenham divulgado, publicado, republicado, transmitido ou retransmitido o agravo original. § 2º O direito de resposta ou retificação poderá ser exercido, também, conforme o caso: I – pelo representante legal do ofendido incapaz ou da pessoa jurídica; II – pelo cônjuge, descendente, ascendente ou irmão do ofendido que esteja ausente do País ou tenha falecido depois do agravo, mas antes de decorrido o prazo de decadência do direito de resposta ou retificação. § 3º No caso de divulgação, publicação ou transmissão continuada e ininterrupta da mesma matéria ofensiva, o prazo será contado da data em que se iniciou o agravo.",urn:lex:br:federal:lei:2015-11-11;13188!art3
"ART","lei_13188_20151111, Art. 4º",29,46,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 4º A resposta ou retificação atenderá, quanto à forma e à duração, ao seguinte: I – praticado o agravo em mídia escrita ou na internet, terá a resposta ou retificação o destaque, a publicidade, a periodicidade e a dimensão da matéria que a ensejou; II – praticado o agravo em mídia televisiva, terá a resposta ou retificação o destaque, a publicidade, a periodicidade e a duração da matéria que a ensejou; III – praticado o agravo em mídia radiofônica, terá a resposta ou retificação o destaque, a publicidade, a periodicidade e a duração da matéria que a ensejou. § 1º Se o agravo tiver sido divulgado, publicado, republicado, transmitido ou retransmitido em mídia escrita ou em cadeia de rádio ou televisão para mais de um Município ou Estado, será conferido proporcional alcance à divulgação da resposta ou retificação. § 2º O ofendido poderá requerer que a resposta ou retificação seja divulgada, publicada ou transmitida nos mesmos espaço, dia da semana e horário do agravo. § 3º A resposta ou retificação cuja divulgação, publicação ou transmissão não obedeça ao disposto nesta Lei é considerada inexistente. § 4º Na delimitação do agravo, deverá ser considerado o contexto da informação ou matéria que gerou a ofensa.",urn:lex:br:federal:lei:2015-11-11;13188!art4
"ART","lei_13188_20151111, Art. 5º",47,62,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 5º Se o veículo de comunicação social ou quem por ele responda não divulgar, publicar ou transmitir a resposta ou retificação no prazo de 7 (sete) dias, contado do recebimento do respectivo pedido, na forma do art. 3º, restará caracterizado o interesse jurídico para a propositura de ação judicial. § 1º É competente para conhecer do feito o juízo do domicílio do ofendido ou, se este assim o preferir, aquele do lugar onde o agravo tenha apresentado maior repercussão. § 2º A ação de rito especial de que trata esta Lei será instruída com as provas do agravo e do pedido de resposta ou retificação não atendido, bem como com o texto da resposta ou retificação a ser divulgado, publicado ou transmitido, sob pena de inépcia da inicial, e processada no prazo máximo de 30 (trinta) dias, vedados: I – a cumulação de pedidos; II – a reconvenção; III – o litisconsórcio, a assistência e a intervenção de terceiros. § 3º (VETADO).",urn:lex:br:federal:lei:2015-11-11;13188!art5
"ART","lei_13188_20151111, Art. 6º",63,72,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 6º Recebido o pedido de resposta ou retificação, o juiz, dentro de 24 (vinte e quatro) horas, mandará citar o responsável pelo veículo de comunicação social para que: I – em igual prazo, apresente as razões pelas quais não o divulgou, publicou ou transmitiu; II – no prazo de 3 (três) dias, ofereça contestação. Parágrafo único. O agravo consistente em injúria não admitirá a prova da verdade.",urn:lex:br:federal:lei:2015-11-11;13188!art6
"ART","lei_13188_20151111, Art. 7º",73,84,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 7º O juiz, nas 24 (vinte e quatro) horas seguintes à citação, tenha ou não se manifestado o responsável pelo veículo de comunicação, conhecerá do pedido e, havendo prova capaz de convencer sobre a verossimilhança da alegação ou justificado receio de ineficácia do provimento final, fixará desde logo as condições e a data para a veiculação, em prazo não superior a 10 (dez) dias, da resposta ou retificação. § 1º Se o agravo tiver sido divulgado ou publicado por veículo de mídia impressa cuja circulação seja periódica, a resposta ou retificação será divulgada na edição seguinte à da ofensa ou, ainda, excepcionalmente, em edição extraordinária, apenas nos casos em que o prazo entre a ofensa e a próxima edição indique desproporcionalidade entre a ofensa e a resposta ou retificação. § 2º A medida antecipatória a que se refere o caput deste artigo poderá ser reconsiderada ou modificada a qualquer momento, em decisão fundamentada. § 3º O juiz poderá, a qualquer tempo, impor multa diária ao réu, independentemente de pedido do autor, bem como modificar-lhe o valor ou a periodicidade, caso verifique que se tornou insuficiente ou excessiva. § 4º Para a efetivação da tutela específica de que trata esta Lei, poderá o juiz, de ofício ou mediante requerimento, adotar as medidas cabíveis para o cumprimento da decisão.",urn:lex:br:federal:lei:2015-11-11;13188!art7
"ART","lei_13188_20151111, Art. 8º",85,88,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 8º Não será admitida a divulgação, publicação ou transmissão de resposta ou retificação que não tenha relação com as informações contidas na matéria a que pretende responder nem se enquadre no § 1º do art. 2º desta Lei.",urn:lex:br:federal:lei:2015-11-11;13188!art8
"ART","lei_13188_20151111, Art. 9º",89,94,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 9º O juiz prolatará a sentença no prazo máximo de 30 (trinta) dias, contado do ajuizamento da ação, salvo na hipótese de conversão do pedido em reparação por perdas e danos. Parágrafo único. As ações judiciais destinadas a garantir a efetividade do direito de resposta ou retificação previsto nesta Lei processam-se durante as férias forenses e não se suspendem pela superveniência delas.",urn:lex:br:federal:lei:2015-11-11;13188!art9
"ART","lei_13188_20151111, Art. 10.",95,98,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 10. Das decisões proferidas nos processos submetidos ao rito especial estabelecido nesta Lei, poderá ser concedido efeito suspensivo pelo tribunal competente, desde que constatadas, em juízo colegiado prévio, a plausibilidade do direito invocado e a urgência na concessão da medida. (Expressão “em juízo colegiado prévio” declarada inconstitucional, em controle concentrado, pelo Supremo Tribunal Federal, pela ADI nº 5.415, pela ADI nº 5.418 e pela ADI nº 5.436, publicadas no DOU de 25.3.2021, p. 1)",urn:lex:br:federal:lei:2015-11-11;13188!art10
"ART","lei_13188_20151111, Art. 11.",99,104,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 11. A gratuidade da resposta ou retificação divulgada pelo veículo de comunicação, em caso de ação temerária, não abrange as custas processuais nem exime o autor do ônus da sucumbência. Parágrafo único. Incluem-se entre os ônus da sucumbência os custos com a divulgação, publicação ou transmissão da resposta ou retificação, caso a decisão judicial favorável ao autor seja reformada em definitivo.",urn:lex:br:federal:lei:2015-11-11;13188!art11
"ART","lei_13188_20151111, Art. 12.",105,112,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 12. Os pedidos de reparação ou indenização por danos morais, materiais ou à imagem serão deduzidos em ação própria, salvo se o autor, desistindo expressamente da tutela específica de que trata esta Lei, os requerer, caso em que o processo seguirá pelo rito ordinário. § 1º O ajuizamento de ação cível ou penal contra o veículo de comunicação ou seu responsável com fundamento na divulgação, publicação ou transmissão ofensiva não prejudica o exercício administrativo ou judicial do direito de resposta ou retificação previsto nesta Lei. § 2º A reparação ou indenização dar-se-á sem prejuízo da multa a que se refere o § 3º do art. 7º.",urn:lex:br:federal:lei:2015-11-11;13188!art12
"ART","lei_13188_20151111, Art. 13.",113,116,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 13. O art. 143 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), passa a vigorar acrescido do seguinte parágrafo único: Art. 143. Parágrafo único. Nos casos em que o querelado tenha praticado a calúnia ou a difamação utilizando-se de meios de comunicação, a retratação dar-se-á, se assim desejar o ofendido, pelos mesmos meios em que se praticou a ofensa.",urn:lex:br:federal:lei:2015-11-11;13188!art13
"ART","lei_13188_20151111, Art. 14.",117,120,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | ] Art. 14. Esta Lei entra em vigor na data de sua publicação.",urn:lex:br:federal:lei:2015-11-11;13188!art14
"INC","lei_13188_20151111, Art. 3º, § 2º, Inciso I",21,22,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | Art. 3º § 2º O direito de resposta ou retificação poderá ser exercido, também, conforme o caso: ] I – pelo representante legal do ofendido incapaz ou da pessoa jurídica;",urn:lex:br:federal:lei:2015-11-11;13188!art3_par2_inc1
"INC","lei_13188_20151111, Art. 3º, § 2º, Inciso II",23,24,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | Art. 3º § 2º O direito de resposta ou retificação poderá ser exercido, também, conforme o caso: ] II – pelo cônjuge, descendente, ascendente ou irmão do ofendido que esteja ausente do País ou tenha falecido depois do agravo, mas antes de decorrido o prazo de decadência do direito de resposta ou retificação.",urn:lex:br:federal:lei:2015-11-11;13188!art3_par2_inc2
"INC","lei_13188_20151111, Art. 4º, caput, Inciso I",31,32,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | Art. 4º A resposta ou retificação atenderá, quanto à forma e à duração, ao seguinte: ] I – praticado o agravo em mídia escrita ou na internet, terá a resposta ou retificação o destaque, a publicidade, a periodicidade e a dimensão da matéria que a ensejou;",urn:lex:br:federal:lei:2015-11-11;13188!art4_cpt_inc1
"INC","lei_13188_20151111, Art. 4º, caput, Inciso II",33,34,"[ Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social. | Art. 4º A resposta ou retificação atenderá, quanto à forma e à duração, ao seguinte: ] II – praticado o agravo em mídia televisiva, terá a resposta ou retificação o destaque, a publicidade, a periodicidade e a duração da matéria que a ensejou;",urn:lex:br:federal:lei:2015-11-11;13188!art4_cpt_inc2
