Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"PAR","lei_8987_19950213, Art. 6º, § 4º",47,48,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DO SERVIÇO ADEQUADO | ] A interrupção do serviço na hipótese prevista no inciso II do § 3º deste artigo não poderá iniciar-se na sexta-feira, no sábado ou no domingo, nem em feriado ou no dia anterior a feriado. (Parágrafo acrescido pela Lei nº 14.015, de 15.6.2020)",urn:lex:br:federal:lei:1995-02-13;8987!art6_par4
"CPT","lei_8987_19950213, Art. 7º, caput",53,66,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DOS DIREITOS E OBRIGAÇÕES DOS USUÁRIOS | ] Sem prejuízo do disposto na Lei nº 8.078, de 11 de setembro de 1990, são direitos e obrigações dos usuários: receber serviço adequado; receber do poder concedente e da concessionária informações para a defesa de interesses individuais ou coletivos; obter e utilizar o serviço, com liberdade de escolha entre vários prestadores de serviços, quando for o caso, observadas as normas do poder concedente. (Inciso com redação dada pela Lei nº 9.648, de 27.5.1998) levar ao conhecimento do poder público e da concessionária as irregularidades de que tenham conhecimento, referentes ao serviço prestado; comunicar às autoridades competentes os atos ilícitos praticados pela concessionária na prestação do serviço; contribuir para a permanência das boas condições dos bens públicos através dos quais lhes são prestados os serviços.",urn:lex:br:federal:lei:1995-02-13;8987!art7_cpt
"CPT","lei_8987_19950213, Art. 7º-A., caput",69,70,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DOS DIREITOS E OBRIGAÇÕES DOS USUÁRIOS | ] As concessionárias de serviços públicos, de direito público e privado, nos Estados e no Distrito Federal, são obrigadas a oferecer ao consumidor e ao usuário, dentro do mês de vencimento, o mínimo de seis datas opcionais para escolherem os dias de vencimento de seus débitos.",urn:lex:br:federal:lei:1995-02-13;8987!art7-1_cpt
"PAR","lei_8987_19950213, Art. 7º-A., Parágrafo único.",71,72,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DOS DIREITOS E OBRIGAÇÕES DOS USUÁRIOS | ] (VETADO) (Artigo acrescido pela Lei nº 9.791, de 24.3.1999)",urn:lex:br:federal:lei:1995-02-13;8987!art7-1_par1u
"CPT","lei_8987_19950213, Art. 8º, caput",77,78,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA POLÍTICA TARIFÁRIA | ] (VETADO)",urn:lex:br:federal:lei:1995-02-13;8987!art8_cpt
"CPT","lei_8987_19950213, Art. 9º, caput",81,82,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA POLÍTICA TARIFÁRIA | ] A tarifa do serviço público concedido será fixada pelo preço da proposta vencedora da licitação e preservada pelas regras de revisão previstas nesta Lei, no edital e no contrato.",urn:lex:br:federal:lei:1995-02-13;8987!art9_cpt
"PAR","lei_8987_19950213, Art. 9º, § 1º",83,84,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA POLÍTICA TARIFÁRIA | ] A tarifa não será subordinada à legislação específica anterior e somente nos casos expressamente previstos em lei, sua cobrança poderá ser condicionada à existência de serviço público alternativo e gratuito para o usuário. (Parágrafo com redação dada pela Lei nº 9.648, de 27.5.1998)",urn:lex:br:federal:lei:1995-02-13;8987!art9_par1
"PAR","lei_8987_19950213, Art. 9º, § 2º",85,86,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA POLÍTICA TARIFÁRIA | ] Os contratos poderão prever mecanismos de revisão das tarifas, a fim de manter-se o equilíbrio econômico-financeiro.",urn:lex:br:federal:lei:1995-02-13;8987!art9_par2
"PAR","lei_8987_19950213, Art. 9º, § 3º",87,88,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA POLÍTICA TARIFÁRIA | ] Ressalvados os impostos sobre a renda, a criação, alteração ou extinção de quaisquer tributos ou encargos legais, após a apresentação da proposta, quando comprovado seu impacto, implicará a revisão da tarifa, para mais ou para menos, conforme o caso.",urn:lex:br:federal:lei:1995-02-13;8987!art9_par3
"PAR","lei_8987_19950213, Art. 9º, § 4º",89,90,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA POLÍTICA TARIFÁRIA | ] Em havendo alteração unilateral do contrato que afete o seu inicial equilíbrio econômico-financeiro, o poder concedente deverá restabelecê-lo, concomitantemente à alteração.",urn:lex:br:federal:lei:1995-02-13;8987!art9_par4
"PAR","lei_8987_19950213, Art. 9º, § 5º",91,92,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA POLÍTICA TARIFÁRIA | ] A concessionária deverá divulgar em seu sítio eletrônico, de forma clara e de fácil compreensão pelos usuários, tabela com o valor das tarifas praticadas e a evolução das revisões ou reajustes realizados nos últimos cinco anos. (Parágrafo acrescido pela Lei nº 13.673, de 5.6.2018)",urn:lex:br:federal:lei:1995-02-13;8987!art9_par5
"CPT","lei_8987_19950213, Art. 10., caput",95,96,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA POLÍTICA TARIFÁRIA | ] Sempre que forem atendidas as condições do contrato, considera-se mantido seu equilíbrio econômico-financeiro.",urn:lex:br:federal:lei:1995-02-13;8987!art10_cpt
"CPT","lei_8987_19950213, Art. 11., caput",99,100,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA POLÍTICA TARIFÁRIA | ] No atendimento às peculiaridades de cada serviço público, poderá o poder concedente prever, em favor da concessionária, no edital de licitação, a possibilidade de outras fontes provenientes de receitas alternativas, complementares, acessórias ou de projetos associados, com ou sem exclusividade, com vistas a favorecer a modicidade das tarifas, observado o disposto no art. 17 desta Lei.",urn:lex:br:federal:lei:1995-02-13;8987!art11_cpt
"PAR","lei_8987_19950213, Art. 11., Parágrafo único.",101,102,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA POLÍTICA TARIFÁRIA | ] As fontes de receita previstas neste artigo serão obrigatoriamente consideradas para a aferição do inicial equilíbrio econômico-financeiro do contrato.",urn:lex:br:federal:lei:1995-02-13;8987!art11_par1u
"CPT","lei_8987_19950213, Art. 12., caput",105,106,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA POLÍTICA TARIFÁRIA | ] (VETADO)",urn:lex:br:federal:lei:1995-02-13;8987!art12_cpt
"CPT","lei_8987_19950213, Art. 13., caput",109,110,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA POLÍTICA TARIFÁRIA | ] As tarifas poderão ser diferenciadas em função das características técnicas e dos custos específicos provenientes do atendimento aos distintos segmentos de usuários.",urn:lex:br:federal:lei:1995-02-13;8987!art13_cpt
"CPT","lei_8987_19950213, Art. 14., caput",115,116,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] Toda concessão de serviço público, precedida ou não da execução de obra pública, será objeto de prévia licitação, nos termos da legislação própria e com observância dos princípios da legalidade, moralidade, publicidade, igualdade, do julgamento por critérios objetivos e da vinculação ao instrumento convocatório.",urn:lex:br:federal:lei:1995-02-13;8987!art14_cpt
"CPT","lei_8987_19950213, Art. 15., caput",119,134,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] No julgamento da licitação será considerado um dos seguintes critérios: o menor valor da tarifa do serviço público a ser prestado; (Inciso com redação dada pela Lei nº 9.648, de 27.5.1998) a maior oferta, nos casos de pagamento ao poder concedente pela outorga da concessão; (Inciso com redação dada pela Lei nº 9.648, de 27.5.1998) a combinação, dois a dois, dos critérios referidos nos incisos I, II e VII; (Inciso com redação dada pela Lei nº 9.648, de 27.5.1998) melhor proposta técnica, com preço fixado no edital; (Inciso acrescido pela Lei nº 9.648, de 27.5.1998) melhor proposta em razão da combinação dos critérios de menor valor da tarifa do serviço público a ser prestado com o de melhor técnica; (Inciso acrescido pela Lei nº 9.648, de 27.5.1998) melhor proposta em razão da combinação dos critérios de maior oferta pela outorga da concessão com o de melhor técnica; ou (Inciso acrescido pela Lei nº 9.648, de 27.5.1998) melhor oferta de pagamento pela outorga após qualificação de propostas técnicas. (Inciso acrescido pela Lei nº 9.648, de 27.5.1998)",urn:lex:br:federal:lei:1995-02-13;8987!art15_cpt
"PAR","lei_8987_19950213, Art. 15., § 1º",135,136,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] A aplicação do critério previsto no inciso III só será admitida quando previamente estabelecida no edital de licitação, inclusive com regras e fórmulas precisas para avaliação econômico-financeira. (Parágrafo com redação dada pela Lei nº 9.648, de 27.5.1998)",urn:lex:br:federal:lei:1995-02-13;8987!art15_par1
"PAR","lei_8987_19950213, Art. 15., § 2º",137,138,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] Para fins de aplicação do disposto nos incisos IV, V, VI e VII, o edital de licitação conterá parâmetros e exigências para formulação de propostas técnicas. (Parágrafo com redação dada pela Lei nº 9.648, de 27.5.1998)",urn:lex:br:federal:lei:1995-02-13;8987!art15_par2
"PAR","lei_8987_19950213, Art. 15., § 3º",139,140,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] O poder concedente recusará propostas manifestamente inexequíveis ou financeiramente incompatíveis com os objetivos da licitação. (Parágrafo com redação dada pela Lei nº 9.648, de 27.5.1998)",urn:lex:br:federal:lei:1995-02-13;8987!art15_par3
"PAR","lei_8987_19950213, Art. 15., § 4º",141,142,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] Em igualdade de condições, será dada preferência à proposta apresentada por empresa brasileira. (Parágrafo acrescido pela Lei nº 9.648, de 27.5.1998)",urn:lex:br:federal:lei:1995-02-13;8987!art15_par4
"CPT","lei_8987_19950213, Art. 16., caput",145,146,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] A outorga de concessão ou permissão não terá caráter de exclusividade, salvo no caso de inviabilidade técnica ou econômica justificada no ato a que se refere o art. 5º desta Lei.",urn:lex:br:federal:lei:1995-02-13;8987!art16_cpt
"CPT","lei_8987_19950213, Art. 17., caput",149,150,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] Considerar-se-á desclassificada a proposta que, para sua viabilização, necessite de vantagens ou subsídios que não estejam previamente autorizados em lei e à disposição de todos os concorrentes.",urn:lex:br:federal:lei:1995-02-13;8987!art17_cpt
"PAR","lei_8987_19950213, Art. 17., § 1º",151,152,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] Considerar-se-á, também, desclassificada a proposta de entidade estatal alheia à esfera político-administrativa do poder concedente que, para sua viabilização, necessite de vantagens ou subsídios do poder público controlador da referida entidade. (Parágrafo único transformado em § 1º pela Lei nº 9.648, de 27.5.1998)",urn:lex:br:federal:lei:1995-02-13;8987!art17_par1
"PAR","lei_8987_19950213, Art. 17., § 2º",153,154,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] Inclui-se nas vantagens ou subsídios de que trata este artigo, qualquer tipo de tratamento tributário diferenciado, ainda que em conseqüência da natureza jurídica do licitante, que comprometa a isonomia fiscal que deve prevalecer entre todos os concorrentes. (Parágrafo acrescido pela Lei nº 9.648, de 27.5.1998)",urn:lex:br:federal:lei:1995-02-13;8987!art17_par2
"CPT","lei_8987_19950213, Art. 18., caput",157,192,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] O edital de licitação será elaborado pelo poder concedente, observados, no que couber, os critérios e as normas gerais da legislação própria sobre licitações e contratos e conterá, especialmente: o objeto, metas e prazo da concessão; a descrição das condições necessárias à prestação adequada do serviço; os prazos para recebimento das propostas, julgamento da licitação e assinatura do contrato; prazo, local e horário em que serão fornecidos, aos interessados, os dados, estudos e projetos necessários à elaboração dos orçamentos e apresentação das propostas; os critérios e a relação dos documentos exigidos para a aferição da capacidade técnica, da idoneidade financeira e da regularidade jurídica e fiscal; as possíveis fontes de receitas alternativas, complementares ou acessórias, bem como as provenientes de projetos associados; os direitos e obrigações do poder concedente e da concessionária em relação a alterações e expansões a serem realizadas no futuro, para garantir a continuidade da prestação do serviço; os critérios de reajuste e revisão da tarifa; os critérios, indicadores, fórmulas e parâmetros a serem utilizados no julgamento técnico e econômico-financeiro da proposta; a indicação dos bens reversíveis; as características dos bens reversíveis e as condições em que estes serão postos à disposição, nos casos em que houver sido extinta a concessão anterior; a expressa indicação do responsável pelo ônus das desapropriações necessárias à execução do serviço ou da obra pública, ou para a instituição de servidão administrativa; as condições de liderança da empresa responsável, na hipótese em que for permitida a participação de empresas em consórcio; nos casos de concessão, a minuta do respectivo contrato, que conterá as cláusulas essenciais referidas no art. 23 desta Lei, quando aplicáveis; nos casos de concessão de serviços públicos precedida da execução de obra pública, os dados relativos à obra, dentre os quais os elementos do projeto básico que permitam sua plena caracterização, bem assim as garantias exigidas para essa parte específica do contrato, adequadas a cada caso e limitadas ao valor da obra; (Inciso com redação dada pela Lei nº 9.648, de 27.5.1998) nos casos de permissão, os termos do contrato de adesão a ser firmado. (VETADO na Lei nº 13.448, de 5.6.2017)",urn:lex:br:federal:lei:1995-02-13;8987!art18_cpt
"CPT","lei_8987_19950213, Art. 18-A., caput",195,204,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] O edital poderá prever a inversão da ordem das fases de habilitação e julgamento, hipótese em que: encerrada a fase de classificação das propostas ou o oferecimento de lances, será aberto o invólucro com os documentos de habilitação do licitante mais bem classificado, para verificação do atendimento das condições fixadas no edital; verificado o atendimento das exigências do edital, o licitante será declarado vencedor; inabilitado o licitante melhor classificado, serão analisados os documentos habilitatórios do licitante com a proposta classificada em segundo lugar, e assim sucessivamente, até que um licitante classificado atenda às condições fixadas no edital; proclamado o resultado final do certame, o objeto será adjudicado ao vencedor nas condições técnicas e econômicas por ele ofertadas. (Artigo acrescido pela Lei nº 11.196, de 21.11.2005)",urn:lex:br:federal:lei:1995-02-13;8987!art18-1_cpt
"CPT","lei_8987_19950213, Art. 19., caput",207,216,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] Quando permitida, na licitação, a participação de empresas em consórcio, observar-se-ão as seguintes normas: comprovação de compromisso, público ou particular, de constituição de consórcio, subscrito pelas consorciadas; indicação da empresa responsável pelo consórcio; apresentação dos documentos exigidos nos incisos V e XIII do artigo anterior, por parte de cada consorciada; impedimento de participação de empresas consorciadas na mesma licitação, por intermédio de mais de um consórcio ou isoladamente.",urn:lex:br:federal:lei:1995-02-13;8987!art19_cpt
"PAR","lei_8987_19950213, Art. 19., § 1º",217,218,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] O licitante vencedor fica obrigado a promover, antes da celebração do contrato, a constituição e registro do consórcio, nos termos do compromisso referido no inciso I deste artigo.",urn:lex:br:federal:lei:1995-02-13;8987!art19_par1
"PAR","lei_8987_19950213, Art. 19., § 2º",219,220,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] A empresa líder do consórcio é a responsável perante o poder concedente pelo cumprimento do contrato de concessão, sem prejuízo da responsabilidade solidária das demais consorciadas.",urn:lex:br:federal:lei:1995-02-13;8987!art19_par2
"CPT","lei_8987_19950213, Art. 20., caput",223,224,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] É facultado ao poder concedente, desde que previsto no edital, no interesse do serviço a ser concedido, determinar que o licitante vencedor, no caso de consórcio, se constitua em empresa antes da celebração do contrato.",urn:lex:br:federal:lei:1995-02-13;8987!art20_cpt
"CPT","lei_8987_19950213, Art. 21., caput",227,228,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] Os estudos, investigações, levantamentos, projetos, obras e despesas ou investimentos já efetuados, vinculados à concessão, de utilidade para a licitação, realizados pelo poder concedente ou com a sua autorização, estarão à disposição dos interessados, devendo o vencedor da licitação ressarcir os dispêndios correspondentes, especificados no edital.",urn:lex:br:federal:lei:1995-02-13;8987!art21_cpt
"CPT","lei_8987_19950213, Art. 22., caput",231,232,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DA LICITAÇÃO | ] É assegurada a qualquer pessoa a obtenção de certidão sobre atos, contratos, decisões ou pareceres relativos à licitação ou às próprias concessões.",urn:lex:br:federal:lei:1995-02-13;8987!art22_cpt
"CPT","lei_8987_19950213, Art. 23., caput",237,270,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DO CONTRATO DE CONCESSÃO | ] São cláusulas essenciais do contrato de concessão as relativas: ao objeto, à área e ao prazo da concessão; ao modo, forma e condições de prestação do serviço; aos critérios, indicadores, fórmulas e parâmetros definidores da qualidade do serviço; ao preço do serviço e aos critérios e procedimentos para o reajuste e a revisão das tarifas; aos direitos, garantias e obrigações do poder concedente e da concessionária, inclusive os relacionados às previsíveis necessidades de futura alteração e expansão do serviço e conseqüente modernização, aperfeiçoamento e ampliação dos equipamentos e das instalações; aos direitos e deveres dos usuários para obtenção e utilização do serviço; à forma de fiscalização das instalações, dos equipamentos, dos métodos e práticas de execução do serviço, bem como a indicação dos órgãos competentes para exercê-la; às penalidades contratuais e administrativas a que se sujeita a concessionária e sua forma de aplicação; aos casos de extinção da concessão; aos bens reversíveis; aos critérios para o cálculo e a forma de pagamento das indenizações devidas à concessionária, quando for o caso; às condições para prorrogação do contrato; à obrigatoriedade, forma e periodicidade da prestação de contas da concessionária ao poder concedente; à exigência da publicação de demonstrações financeiras periódicas da concessionária; e ao foro e ao modo amigável de solução das divergências contratuais. (VETADO na Lei nº 13.448, de 5.6.2017)",urn:lex:br:federal:lei:1995-02-13;8987!art23_cpt
"PAR","lei_8987_19950213, Art. 23., Parágrafo único.",271,276,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DO CONTRATO DE CONCESSÃO | ] Os contratos relativos à concessão de serviço público precedido da execução de obra pública deverão, adicionalmente: estipular os cronogramas físico-financeiros de execução das obras vinculadas à concessão; e exigir garantia do fiel cumprimento, pela concessionária, das obrigações relativas às obras vinculadas à concessão.",urn:lex:br:federal:lei:1995-02-13;8987!art23_par1u
"CPT","lei_8987_19950213, Art. 23-A., caput",279,280,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DO CONTRATO DE CONCESSÃO | ] O contrato de concessão poderá prever o emprego de mecanismos privados para resolução de disputas decorrentes ou relacionadas ao contrato, inclusive a arbitragem, a ser realizada no Brasil e em língua portuguesa, nos termos da Lei nº 9.307, de 23 de setembro de 1996. (Artigo acrescido pela Lei nº 11.196, de 21.11.2005)",urn:lex:br:federal:lei:1995-02-13;8987!art23-1_cpt
"CPT","lei_8987_19950213, Art. 24., caput",283,284,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DO CONTRATO DE CONCESSÃO | ] (VETADO)",urn:lex:br:federal:lei:1995-02-13;8987!art24_cpt
"CPT","lei_8987_19950213, Art. 25., caput",287,288,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DO CONTRATO DE CONCESSÃO | ] Incumbe à concessionária a execução do serviço concedido, cabendo-lhe responder por todos os prejuízos causados ao poder concedente, aos usuários ou a terceiros, sem que a fiscalização exercida pelo órgão competente exclua ou atenue essa responsabilidade.",urn:lex:br:federal:lei:1995-02-13;8987!art25_cpt
"PAR","lei_8987_19950213, Art. 25., § 1º",289,290,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DO CONTRATO DE CONCESSÃO | ] Sem prejuízo da responsabilidade a que se refere este artigo, a concessionária poderá contratar com terceiros o desenvolvimento de atividades inerentes, acessórias ou complementares ao serviço concedido, bem como a implementação de projetos associados.",urn:lex:br:federal:lei:1995-02-13;8987!art25_par1
"PAR","lei_8987_19950213, Art. 25., § 2º",291,292,"[ Dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências. | DO CONTRATO DE CONCESSÃO | ] Os contratos celebrados entre a concessionária e os terceiros a que se refere o parágrafo anterior reger-se-ão pelo direito privado, não se estabelecendo qualquer relação jurídica entre os terceiros e o poder concedente.",urn:lex:br:federal:lei:1995-02-13;8987!art25_par2
