Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","lei_10973_20041202, Art. 3º-D., caput",99,100,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À CONSTRUÇÃO DE AMBIENTES ESPECIALIZADOS E COOPERATIVOS DE INOVAÇÃO | ] A União, os Estados, o Distrito Federal, os Municípios e as respectivas agências de fomento manterão programas específicos para as microempresas e para as empresas de pequeno porte, observando-se o disposto na Lei Complementar no 123, de 14 de dezembro de 2006. (Artigo acrescido pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art3-4_cpt
"CPT","lei_10973_20041202, Art. 4º, caput",103,110,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À CONSTRUÇÃO DE AMBIENTES ESPECIALIZADOS E COOPERATIVOS DE INOVAÇÃO | ] A ICT pública poderá, mediante contrapartida financeira ou não financeira e por prazo determinado, nos termos de contrato ou convênio: (“Caput” do artigo com redação dada pela Lei nº 13.243, de 11.1.2016) compartilhar seus laboratórios, equipamentos, instrumentos, materiais e demais instalações com ICT ou empresas em ações voltadas à inovação tecnológica para consecução das atividades de incubação, sem prejuízo de sua atividade finalística; (Inciso com redação dada pela Lei nº 13.243, de 11.1.2016) permitir a utilização de seus laboratórios, equipamentos, instrumentos, materiais e demais instalações existentes em suas próprias dependências por ICT, empresas ou pessoas físicas voltadas a atividades de pesquisa, desenvolvimento e inovação, desde que tal permissão não interfira diretamente em sua atividade fim nem com ela conflite; (Inciso com redação dada pela Lei nº 13.243, de 11.1.2016) permitir o uso de seu capital intelectual em projetos de pesquisa, desenvolvimento e inovação. (Inciso acrescido pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art4_cpt
"PAR","lei_10973_20041202, Art. 4º, Parágrafo único.",111,112,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À CONSTRUÇÃO DE AMBIENTES ESPECIALIZADOS E COOPERATIVOS DE INOVAÇÃO | ] O compartilhamento e a permissão de que tratam os incisos I e II do caput obedecerão às prioridades, aos critérios e aos requisitos aprovados e divulgados pela ICT pública, observadas as respectivas disponibilidades e assegurada a igualdade de oportunidades a empresas e demais organizações interessadas. (Parágrafo único com redação dada pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art4_par1u
"CPT","lei_10973_20041202, Art. 5º, caput",115,116,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À CONSTRUÇÃO DE AMBIENTES ESPECIALIZADOS E COOPERATIVOS DE INOVAÇÃO | ] São a União e os demais entes federativos e suas entidades autorizados, nos termos de regulamento, a participar minoritariamente do capital social de empresas, com o propósito de desenvolver produtos ou processos inovadores que estejam de acordo com as diretrizes e prioridades definidas nas políticas de ciência, tecnologia, inovação e de desenvolvimento industrial de cada esfera de governo. (“Caput” do artigo com redação dada pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art5_cpt
"PAR","lei_10973_20041202, Art. 5º, § 1º",117,118,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À CONSTRUÇÃO DE AMBIENTES ESPECIALIZADOS E COOPERATIVOS DE INOVAÇÃO | ] A propriedade intelectual sobre os resultados obtidos pertencerá à empresa, na forma da legislação vigente e de seus atos constitutivos. (Parágrafo único transformado em § 1º e com redação dada pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art5_par1
"PAR","lei_10973_20041202, Art. 5º, § 2º",119,120,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À CONSTRUÇÃO DE AMBIENTES ESPECIALIZADOS E COOPERATIVOS DE INOVAÇÃO | ] O poder público poderá condicionar a participação societária via aporte de capital à previsão de licenciamento da propriedade intelectual para atender ao interesse público. (Parágrafo acrescido pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art5_par2
"PAR","lei_10973_20041202, Art. 5º, § 3º",121,122,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À CONSTRUÇÃO DE AMBIENTES ESPECIALIZADOS E COOPERATIVOS DE INOVAÇÃO | ] A alienação dos ativos da participação societária referida no caput dispensa realização de licitação, conforme legislação vigente. (Parágrafo acrescido pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art5_par3
"PAR","lei_10973_20041202, Art. 5º, § 4º",123,124,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À CONSTRUÇÃO DE AMBIENTES ESPECIALIZADOS E COOPERATIVOS DE INOVAÇÃO | ] Os recursos recebidos em decorrência da alienação da participação societária referida no caput deverão ser aplicados em pesquisa e desenvolvimento ou em novas participações societárias. (Parágrafo acrescido pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art5_par4
"PAR","lei_10973_20041202, Art. 5º, § 5º",125,126,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À CONSTRUÇÃO DE AMBIENTES ESPECIALIZADOS E COOPERATIVOS DE INOVAÇÃO | ] Nas empresas a que se refere o caput, o estatuto ou contrato social poderá conferir às ações ou quotas detidas pela União ou por suas entidades poderes especiais, inclusive de veto às deliberações dos demais sócios nas matérias que especificar. (Parágrafo acrescido pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art5_par5
"PAR","lei_10973_20041202, Art. 5º, § 6º",127,128,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À CONSTRUÇÃO DE AMBIENTES ESPECIALIZADOS E COOPERATIVOS DE INOVAÇÃO | ] A participação minoritária de que trata o caput dar-se-á por meio de contribuição financeira ou não financeira, desde que economicamente mensurável, e poderá ser aceita como forma de remuneração pela transferência de tecnologia e pelo licenciamento para outorga de direito de uso ou de exploração de criação de titularidade da União e de suas entidades. (Parágrafo acrescido pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art5_par6
"CPT","lei_10973_20041202, Art. 6º, caput",133,134,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] É facultado à ICT pública celebrar contrato de transferência de tecnologia e de licenciamento para outorga de direito de uso ou de exploração de criação por ela desenvolvida isoladamente ou por meio de parceria. (“Caput” do artigo com redação dada pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art6_cpt
"PAR","lei_10973_20041202, Art. 6º, § 1º",135,136,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] A contratação com cláusula de exclusividade, para os fins de que trata o caput, deve ser precedida da publicação de extrato da oferta tecnológica em sítio eletrônico oficial da ICT, na forma estabelecida em sua política de inovação. (Parágrafo com redação dada pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art6_par1
"PAR","lei_10973_20041202, Art. 6º, § 1º-A.",137,138,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] Nos casos de desenvolvimento conjunto com empresa, essa poderá ser contratada com cláusula de exclusividade, dispensada a oferta pública, devendo ser estabelecida em convênio ou contrato a forma de remuneração. (Parágrafo acrescido pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art6_par1-1
"PAR","lei_10973_20041202, Art. 6º, § 2º",139,140,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] Quando não for concedida exclusividade ao receptor de tecnologia ou ao licenciado, os contratos previstos no caput deste artigo poderão ser firmados diretamente, para fins de exploração de criação que deles seja objeto, na forma do regulamento.",urn:lex:br:federal:lei:2004-12-02;10973!art6_par2
"PAR","lei_10973_20041202, Art. 6º, § 3º",141,142,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] A empresa detentora do direito exclusivo de exploração de criação protegida perderá automaticamente esse direito caso não comercialize a criação dentro do prazo e condições definidos no contrato, podendo a ICT proceder a novo licenciamento.",urn:lex:br:federal:lei:2004-12-02;10973!art6_par3
"PAR","lei_10973_20041202, Art. 6º, § 4º",143,144,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] O licenciamento para exploração de criação cujo objeto interesse à defesa nacional deve observar o disposto no § 3º do art. 75 da Lei nº 9.279, de 14 de maio de 1996.",urn:lex:br:federal:lei:2004-12-02;10973!art6_par4
"PAR","lei_10973_20041202, Art. 6º, § 5º",145,146,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] A transferência de tecnologia e o licenciamento para exploração de criação reconhecida, em ato do Poder Executivo, como de relevante interesse público, somente poderão ser efetuados a título não exclusivo.",urn:lex:br:federal:lei:2004-12-02;10973!art6_par5
"PAR","lei_10973_20041202, Art. 6º, § 6º",147,148,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] Celebrado o contrato de que trata o caput, dirigentes, criadores ou quaisquer outros servidores, empregados ou prestadores de serviços são obrigados a repassar os conhecimentos e informações necessários à sua efetivação, sob pena de responsabilização administrativa, civil e penal, respeitado o disposto no art. 12. (Parágrafo acrescido pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art6_par6
"PAR","lei_10973_20041202, Art. 6º, § 7º",149,150,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] A remuneração de ICT privada pela transferência de tecnologia e pelo licenciamento para uso ou exploração de criação de que trata o § 6º do art. 5º, bem como a oriunda de pesquisa, desenvolvimento e inovação, não representa impeditivo para sua classificação como entidade sem fins lucrativos. (Parágrafo acrescido pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art6_par7
"CPT","lei_10973_20041202, Art. 7º, caput",153,154,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] A ICT poderá obter o direito de uso ou de exploração de criação protegida.",urn:lex:br:federal:lei:2004-12-02;10973!art7_cpt
"CPT","lei_10973_20041202, Art. 8º, caput",157,158,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] É facultado à ICT prestar a instituições públicas ou privadas serviços técnicos especializados compatíveis com os objetivos desta Lei, nas atividades voltadas à inovação e à pesquisa científica e tecnológica no ambiente produtivo, visando, entre outros objetivos, à maior competitividade das empresas. (“Caput” do artigo com redação dada pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art8_cpt
"PAR","lei_10973_20041202, Art. 8º, § 1º",159,160,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] A prestação de serviços prevista no caput dependerá de aprovação pelo representante legal máximo da instituição, facultada a delegação a mais de uma autoridade, e vedada a subdelegação. (Parágrafo com redação dada pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art8_par1
"PAR","lei_10973_20041202, Art. 8º, § 2º",161,162,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] O servidor, o militar ou o empregado público envolvido na prestação de serviço prevista no caput deste artigo poderá receber retribuição pecuniária, diretamente da ICT ou de instituição de apoio com que esta tenha firmado acordo, sempre sob a forma de adicional variável e desde que custeado exclusivamente com recursos arrecadados no âmbito da atividade contratada.",urn:lex:br:federal:lei:2004-12-02;10973!art8_par2
"PAR","lei_10973_20041202, Art. 8º, § 3º",163,164,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] O valor do adicional variável de que trata o § 2º deste artigo fica sujeito à incidência dos tributos e contribuições aplicáveis à espécie, vedada a incorporação aos vencimentos, à remuneração ou aos proventos, bem como a referência como base de cálculo para qualquer benefício, adicional ou vantagem coletiva ou pessoal.",urn:lex:br:federal:lei:2004-12-02;10973!art8_par3
"PAR","lei_10973_20041202, Art. 8º, § 4º",165,166,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] O adicional variável de que trata este artigo configura se, para os fins do art. 28 da Lei nº 8.212, de 24 de julho de 1991, ganho eventual.",urn:lex:br:federal:lei:2004-12-02;10973!art8_par4
"CPT","lei_10973_20041202, Art. 9º, caput",169,170,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] É facultado à ICT celebrar acordos de parceria com instituições públicas e privadas para realização de atividades conjuntas de pesquisa científica e tecnológica e de desenvolvimento de tecnologia, produto, serviço ou processo. (“Caput” do artigo com redação dada pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art9_cpt
"PAR","lei_10973_20041202, Art. 9º, § 1º",171,172,"[ Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências. | DO ESTÍMULO À PARTICIPAÇÃO DAS ICT NO PROCESSO DE INOVAÇÃO | ] O servidor, o militar, o empregado da ICT pública e o aluno de curso técnico, de graduação ou de pós-graduação envolvidos na execução das atividades previstas no caput poderão receber bolsa de estímulo à inovação diretamente da ICT a que estejam vinculados, de fundação de apoio ou de agência de fomento. (Parágrafo com redação dada pela Lei nº 13.243, de 11.1.2016)",urn:lex:br:federal:lei:2004-12-02;10973!art9_par1
